This table lists the names of virus species known to probably interact with insects. The data is taken from the virushostdb database (downloaded on 23/05/2022), which lists a wide variety of virus species associated with their presumed hosts. We have also added two important exploratory studies of RNA viruses (shi_redefining_2016, Haoming et al_insect_2020). The viral genomic structures associated with the viruses were retrieved from the ICTV website (2021.v1). Each column represents the information retrieved for each virus species from one of the three sources listed. The Hostdb_Host_lineage column corresponds to the information of the insect host observed interacting with the virus of interest. If a column with the suffix 'Shi' or 'Haoming' contains information for a virus species, then this means that this RNA virus species was found in their dataset in an insect. );;;;;;;;;;;;
Virus_Name;Putative_Genome_Composition;ICTV_Genus;Hostdb_Host_name;Hostdb_Host_lineage;Hostdb_Family;Shi_Family;Haoming_Family;Haoming_Clade;Haoming_Host;ICTV_Genome_Composition;ICTV_Family;Consensus_family
Anopheles_C_virus;;;Anopheles gambiae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Pyretophorus";Dicistroviridae;;;;;ssRNA(+);Dicistroviridae;Dicistroviridae
Anopheles_gambiae_densovirus;;;Anopheles gambiae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Pyretophorus";Parvoviridae;;;;;ssDNA;Parvoviridae;Parvoviridae
Anopheles_gambiae_densovirus;;;Anopheles gambiae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Pyretophorus";Parvoviridae;;;;;ssDNA;Parvoviridae;Parvoviridae
Anopheles_minimus_iridovirus;dsDNA;Chloriridovirus;Anopheles minimus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Myzomyia; minimus group";Iridoviridae;;;;;dsDNA;Iridoviridae;Iridoviridae
Anopheles_triannulatus_orthophasmavirus;;;Anopheles triannulatus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Nyssorhynchus; albimanus section; oswaldoi series; triannulatus group";Phasmaviridae;;;;;ssRNA(-);Phasmaviridae;Phasmaviridae
Anopheline-associated_C_virus;;;Anopheles maculipennis;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Anopheles; Angusticorn; Anopheles; maculipennis group";;;;;;Unknown;;
Antheraea_pernyi_iflavirus;ssRNA(+);Iflavirus;Antheraea pernyi;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Bombycoidea; Saturniidae; Saturniinae; Saturniini; Antheraea";Iflaviridae;;;;;ssRNA(+);Iflaviridae;Iflaviridae
Antheraea_pernyi_nucleopolyhedrovirus;dsDNA;Alphabaculovirus;Antheraea pernyi;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Bombycoidea; Saturniidae; Saturniinae; Saturniini; Antheraea";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Anticarsia_gemmatalis_multiple_nucleopolyhedrovirus;dsDNA;Alphabaculovirus;Anticarsia gemmatalis;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Noctuoidea; Erebidae; Erebinae; Anticarsia";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Anticarsia_gemmatalis_nucleopolyhedrovirus;;;Lepidoptera;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Aphid_lethal_paralysis_virus;ssRNA(+);Cripavirus;Aphis;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Aphidini; Aphis";Dicistroviridae;Picorna-Calici;;;;ssRNA(+);Dicistroviridae;Dicistroviridae
Aphis_glycines_virus_2;;;Aphis glycines;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Aphidini; Aphis; Aphis";;;;;;Unknown;;
Aphis_glycines_virus_3;;;Aphis glycines;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Aphidini; Aphis; Aphis";Dicistroviridae;;;;;ssRNA(+);Dicistroviridae;Dicistroviridae
Apis_dicistrovirus;;;Apis mellifera;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis";Dicistroviridae;;;;;ssRNA(+);Dicistroviridae;Dicistroviridae
Apis_mellifera_filamentous_virus;;;Apis mellifera;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis";;;;;;dsDNA;;
Apocheima_cinerarium_nucleopolyhedrovirus;;;Spodoptera exigua;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Noctuoidea; Noctuidae; Amphipyrinae; Spodoptera";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Arboretum_almendravirus;;;Psorophora;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini";Rhabdoviridae;;;;;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Armigeres_iflavirus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Iflaviridae;;;;;ssRNA(+);Iflaviridae;Iflaviridae
Armigeres_subalbatus_virus_SaX06-AK20;;;Armigeres subalbatus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Armigeres; Armigeres";Totiviridae;;;;;dsRNA;Totiviridae;Totiviridae
Aroa_virus;ssRNA(+);Flavivirus;Culicinae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae";Flaviviridae;;;;;ssRNA(+);Flaviviridae;Flaviviridae
Arrabida_virus;;;Phlebotomus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae";Phenuiviridae;;;;;ssRNA(-);Phenuiviridae;Phenuiviridae
Arrabida_virus;;;Phlebotomus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae";Phenuiviridae;;;;;ssRNA(-);Phenuiviridae;Phenuiviridae
Artogeia_rapae_granulovirus;dsDNA;Betabaculovirus;Pieris rapae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Papilionoidea; Pieridae; Pierinae; Pierini; Pieris";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Aura_virus;ssRNA(+);Alphavirus;Aedes;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini";Togaviridae;;;;;ssRNA(+);Togaviridae;Togaviridae
Australian_Anopheles_totivirus;;;Anopheles hinesorum;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Neomyzomyia";Totiviridae;;;;;dsRNA;Totiviridae;Totiviridae
Autographa_californica_nucleopolyhedrovirus;;;Lepidoptera;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera";Baculoviridae;;;;;dsDNA;Baculoviridae;Baculoviridae
Badu_phasivirus;ssRNA(-);Phasivirus;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Phenuiviridae;;;;;ssRNA(-);Phenuiviridae;Phenuiviridae
Badu_phasivirus;ssRNA(-);Phasivirus;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Phenuiviridae;;;;;ssRNA(-);Phenuiviridae;Phenuiviridae
Bahia_Grande_virus;;;Ochlerotatus sollicitans;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus";Rhabdoviridae;;;;;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Bainyik_virus;;;Culicidae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea";Flaviviridae;;;;;ssRNA(+);Flaviviridae;Flaviviridae
Balsa_almendravirus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Rhabdoviridae;;;;;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Bamaga_virus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Flaviviridae;;;;;ssRNA(+);Flaviviridae;Flaviviridae
Banna_virus_strain_JKT-6423;;;Culex tritaeniorhynchus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex";Reoviridae;;;;;dsRNA;;Reoviridae
Banzi_virus;ssRNA(+);Flavivirus;Culex rubinotus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Eumelanomyia";Flaviviridae;;;;;ssRNA(+);Flaviviridae;Flaviviridae
Bark_beetle-associated_genomovirus_1;;;Dendroctonus brevicomis;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Scolytinae; Dendroctonus";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bark_beetle-associated_genomovirus_1;;;Dendroctonus brevicomis;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Scolytinae; Dendroctonus";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bark_beetle-associated_genomovirus_5;;;Dendroctonus ponderosae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Scolytinae; Dendroctonus";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bark_beetle-associated_genomovirus_5;;;Dendroctonus ponderosae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Scolytinae; Dendroctonus";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Barley_yellow_striate_mosaic_cytorhabdovirus;;;Laodelphax striatellus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Fulgoromorpha; Fulgoroidea; Delphacidae; Criomorphinae; Laodelphax";Rhabdoviridae;;;;;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Barmah_Forest_virus;ssRNA(+);Alphavirus;Anopheles amictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Anophelinae; Anopheles; Cellia; Neomyzomyia";Togaviridae;;;;;ssRNA(+);Togaviridae;Togaviridae
Batai_virus;;;Aedes curtipes;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Cancraedes";Peribunyaviridae;;;;;ssRNA(-);Peribunyaviridae;Peribunyaviridae
Batu_Cave_virus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Flaviviridae;;;;;ssRNA(+);Flaviviridae;Flaviviridae
Beatrice_Hill_virus;;;Culicoides peregrinus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoidini; Culicoides; Avaritia";Rhabdoviridae;;;;;ssRNA(-);Rhabdoviridae;Rhabdoviridae
Bee_Macula-like_virus;;;Apis mellifera;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis";Tymoviridae;;;;;ssRNA(+);Tymoviridae;Tymoviridae
Bee_Macula-Like_virus_2;;;Andrena haemorrhoa;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Andrenidae; Andreninae; Andrena; Taeniandrena";Tymoviridae;;;;;ssRNA(+);Tymoviridae;Tymoviridae
Beet_curly_top_Iran_virus-[Siv];;;Neoaliturus haematoceps;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cicadomorpha; Membracoidea; Cicadellidae; Deltocephalinae; Neoaliturus; Circulifer";Geminiviridae;;;;;ssDNA;Geminiviridae;Geminiviridae
Beet_curly_top_Iran_virus-[Siv];;;Neoaliturus haematoceps;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cicadomorpha; Membracoidea; Cicadellidae; Deltocephalinae; Neoaliturus; Circulifer";Geminiviridae;;;;;ssDNA;Geminiviridae;Geminiviridae
Bellavista_virus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";Peribunyaviridae;;;;;ssRNA(-);Peribunyaviridae;Peribunyaviridae
Bemisia-associated_genomovirus_AdDF;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bemisia-associated_genomovirus_AdDF;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bemisia-associated_genomovirus_AdO;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bemisia-associated_genomovirus_AdO;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bemisia-associated_genomovirus_NfO;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Bemisia-associated_genomovirus_NfO;;;Bemisia tabaci;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aleyrodoidea; Aleyrodidae; Aleyrodinae; Bemisia";Genomoviridae;;;;;ssDNA;Genomoviridae;Genomoviridae
Big_Cypress_virus;;;Aedes albopictus;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia";;;;;;Unknown;;
Big_Sioux_River_virus;;;Aphis fabae;"Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Aphidini; Aphis; Aphis";Dicistroviridae;;;;;ssRNA(+);Dicistroviridae;Dicistroviridae
